filename	IntervalTier	tier_level	vowel	onset	offset	duration
FR-participant6_toujours_FR440	"IntervalTier" 	"phones" 	"" 	0.71 	0.770062 	0.060062
FR-participant6_tutu_FR429	"IntervalTier" 	"words" 	"" 	0.0 	0.1 	0.1
FR-participant6_tutu_FR429	"IntervalTier" 	"words" 	"tutu" 	0.1 	0.6 	0.5
FR-participant6_tutu_FR429	"IntervalTier" 	"words" 	"" 	0.6 	0.630062 	0.030062
FR-participant6_tutu_FR429	"IntervalTier" 	"phones" 	"" 	0.0 	0.1 	0.1
FR-participant6_tutu_FR429	"IntervalTier" 	"phones" 	"t" 	0.1 	0.19 	0.09
FR-participant6_tutu_FR429	"IntervalTier" 	"phones" 	"y" 	0.19 	0.25 	0.06
FR-participant6_tutu_FR429	"IntervalTier" 	"phones" 	"t" 	0.25 	0.43 	0.18
FR-participant6_tutu_FR429	"IntervalTier" 	"phones" 	"y" 	0.43 	0.6 	0.17
FR-participant6_tutu_FR429	"IntervalTier" 	"phones" 	"" 	0.6 	0.630062 	0.030062
FR-participant6_un_FR43	"IntervalTier" 	"words" 	"" 	0.0 	0.04 	0.04
FR-participant6_un_FR43	"IntervalTier" 	"words" 	"un" 	0.04 	0.24 	0.2
FR-participant6_un_FR43	"IntervalTier" 	"words" 	"" 	0.24 	0.28 	0.04
FR-participant6_un_FR43	"IntervalTier" 	"phones" 	"" 	0.0 	0.04 	0.04
FR-participant6_un_FR43	"IntervalTier" 	"phones" 	"ɛ̃" 	0.04 	0.24 	0.2
FR-participant6_un_FR43	"IntervalTier" 	"phones" 	"" 	0.24 	0.28 	0.04
FR-participant6_veuve_FR436	"IntervalTier" 	"words" 	"veuve" 	0.0 	0.44 	0.44
FR-participant6_veuve_FR436	"IntervalTier" 	"words" 	"" 	0.44 	0.570063 	0.130063
FR-participant6_veuve_FR436	"IntervalTier" 	"phones" 	"v" 	0.0 	0.14 	0.14
FR-participant6_veuve_FR436	"IntervalTier" 	"phones" 	"œ" 	0.14 	0.39 	0.25
FR-participant6_veuve_FR436	"IntervalTier" 	"phones" 	"v" 	0.39 	0.44 	0.05
FR-participant6_veuve_FR436	"IntervalTier" 	"phones" 	"" 	0.44 	0.570063 	0.130063
FR-participant6_vin_FR447	"IntervalTier" 	"words" 	"vin" 	0.0 	0.31 	0.31
FR-participant6_vin_FR447	"IntervalTier" 	"words" 	"" 	0.31 	0.34 	0.03
FR-participant6_vin_FR447	"IntervalTier" 	"phones" 	"v" 	0.0 	0.15 	0.15
FR-participant6_vin_FR447	"IntervalTier" 	"phones" 	"ɛ̃" 	0.15 	0.31 	0.16
FR-participant6_vin_FR447	"IntervalTier" 	"phones" 	"" 	0.31 	0.34 	0.03
FR-participant7_cette_FR3009	"IntervalTier" 	"words" 	"cette" 	0.0 	0.429688 	0.429688
FR-participant7_cette_FR3009	"IntervalTier" 	"phones" 	"s" 	0.0 	0.2 	0.2
FR-participant7_cette_FR3009	"IntervalTier" 	"phones" 	"ɛ" 	0.2 	0.28 	0.08
FR-participant7_cette_FR3009	"IntervalTier" 	"phones" 	"t" 	0.28 	0.429688 	0.149688
FR-participant7_ete_FR3007	"IntervalTier" 	"words" 	"ete" 	0.0 	0.3 	0.3
FR-participant7_ete_FR3007	"IntervalTier" 	"words" 	"" 	0.3 	0.44 	0.14
FR-participant7_ete_FR3007	"IntervalTier" 	"phones" 	"e" 	0.0 	0.09 	0.09
FR-participant7_ete_FR3007	"IntervalTier" 	"phones" 	"t" 	0.09 	0.3 	0.21
FR-participant7_ete_FR3007	"IntervalTier"	"phones"	"e"	0.27	0.37	0.10
FR-participant7_ete_FR3007	"IntervalTier" 	"phones" 	"" 	0.3 	0.44 	0.14
FR-participant7_faite_FR3010	"IntervalTier" 	"words" 	"faite" 	0.0 	0.36 	0.36
FR-participant7_faite_FR3010	"IntervalTier" 	"words" 	"" 	0.36 	0.385625 	0.025625
FR-participant7_faite_FR3010	"IntervalTier" 	"phones" 	"f" 	0.0 	0.12 	0.12
FR-participant7_faite_FR3010	"IntervalTier" 	"phones" 	"ɛ" 	0.12 	0.21 	0.09
FR-participant7_faite_FR3010	"IntervalTier" 	"phones" 	"t" 	0.21 	0.36 	0.15
FR-participant7_faite_FR3010	"IntervalTier" 	"phones" 	"" 	0.36 	0.385625 	0.025625
FR-participant7_femme_FR3016	"IntervalTier" 	"words" 	"femme" 	0.0 	0.28 	0.28
FR-participant7_femme_FR3016	"IntervalTier" 	"words" 	"" 	0.28 	0.309312 	0.029312
FR-participant7_femme_FR3016	"IntervalTier" 	"phones" 	"f" 	0.0 	0.09 	0.09
FR-participant7_femme_FR3016	"IntervalTier" 	"phones" 	"a" 	0.09 	0.19 	0.1
FR-participant7_femme_FR3016	"IntervalTier" 	"phones" 	"m" 	0.19 	0.28 	0.09
FR-participant7_femme_FR3016	"IntervalTier" 	"phones" 	"" 	0.28 	0.309312 	0.029312
FR-participant7_impair_FR3023	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant7_impair_FR3023	"IntervalTier" 	"words" 	"impair" 	0.03 	0.46 	0.43
FR-participant7_impair_FR3023	"IntervalTier" 	"words" 	"" 	0.46 	0.49 	0.03
FR-participant7_impair_FR3023	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant7_impair_FR3023	"IntervalTier" 	"phones" 	"ɛ̃" 	0.03 	0.17 	0.14
FR-participant7_impair_FR3023	"IntervalTier" 	"phones" 	"p" 	0.17 	0.29 	0.12
FR-participant7_impair_FR3023	"IntervalTier" 	"phones" 	"ɛ" 	0.29 	0.37 	0.08
FR-participant7_impair_FR3023	"IntervalTier" 	"phones" 	"ʁ" 	0.37 	0.46 	0.09
FR-participant7_impair_FR3023	"IntervalTier" 	"phones" 	"" 	0.46 	0.49 	0.03
FR-participant7_journee_FR3008	"IntervalTier" 	"words" 	"journee" 	0.0 	0.52 	0.52
FR-participant7_journee_FR3008	"IntervalTier" 	"words" 	"" 	0.52 	0.550063 	0.030063
FR-participant7_journee_FR3008	"IntervalTier" 	"phones" 	"ʒ" 	0.0 	0.19 	0.19
FR-participant7_journee_FR3008	"IntervalTier" 	"phones" 	"u" 	0.19 	0.25 	0.06
FR-participant7_journee_FR3008	"IntervalTier" 	"phones" 	"ʁ" 	0.25 	0.36 	0.11
FR-participant7_journee_FR3008	"IntervalTier" 	"phones" 	"ɲ" 	0.36 	0.44 	0.08
FR-participant7_journee_FR3008	"IntervalTier" 	"phones" 	"e" 	0.44 	0.52 	0.08
FR-participant7_journee_FR3008	"IntervalTier" 	"phones" 	"" 	0.52 	0.550063 	0.030063
FR-participant7_mechant_FR3029	"IntervalTier" 	"words" 	"mechant" 	0.0 	0.45 	0.45
FR-participant7_mechant_FR3029	"IntervalTier" 	"words" 	"" 	0.45 	0.48 	0.03
FR-participant7_mechant_FR3029	"IntervalTier" 	"phones" 	"e" 	0.12 	0.20 	0.08
FR-participant7_mechant_FR3029	"IntervalTier"	"phones"	"ɑ̃"	0.34	0.40	0.06
FR-participant7_mechant_FR3029	"IntervalTier" 	"phones" 	"" 	0.45 	0.48 	0.03
FR-participant7_meunier_FR3011	"IntervalTier" 	"words" 	"meunier" 	0.0 	0.53 	0.53
FR-participant7_meunier_FR3011	"IntervalTier" 	"words" 	"" 	0.53 	0.570063 	0.040063
FR-participant7_meunier_FR3011	"IntervalTier" 	"phones" 	"m" 	0.0 	0.19 	0.19
FR-participant7_meunier_FR3011	"IntervalTier" 	"phones" 	"ø" 	0.19 	0.22 	0.03
FR-participant7_meunier_FR3011	"IntervalTier" 	"phones" 	"n" 	0.22 	0.35 	0.13
FR-participant7_meunier_FR3011	"IntervalTier" 	"phones" 	"j" 	0.35 	0.45 	0.1
FR-participant7_meunier_FR3011	"IntervalTier" 	"phones" 	"e" 	0.45 	0.53 	0.08
FR-participant7_meunier_FR3011	"IntervalTier" 	"phones" 	"" 	0.53 	0.570063 	0.040063
FR-participant7_papa_FR3015	"IntervalTier" 	"words" 	"" 	0.0 	0.07 	0.07
FR-participant7_papa_FR3015	"IntervalTier" 	"words" 	"papa" 	0.07 	0.44 	0.37
FR-participant7_papa_FR3015	"IntervalTier" 	"words" 	"" 	0.44 	0.470062 	0.030062
FR-participant7_papa_FR3015	"IntervalTier" 	"phones" 	"" 	0.0 	0.07 	0.07
FR-participant7_papa_FR3015	"IntervalTier" 	"phones" 	"p" 	0.07 	0.12 	0.05
FR-participant7_papa_FR3015	"IntervalTier" 	"phones" 	"a" 	0.12 	0.2 	0.08
FR-participant7_papa_FR3015	"IntervalTier" 	"phones" 	"p" 	0.2 	0.32 	0.12
FR-participant7_papa_FR3015	"IntervalTier" 	"phones" 	"a" 	0.32 	0.44 	0.12
FR-participant7_papa_FR3015	"IntervalTier" 	"phones" 	"" 	0.44 	0.470062 	0.030062
FR-participant7_pardon_FR3027	"IntervalTier" 	"words" 	"" 	0.0 	0.08 	0.08
FR-participant7_pardon_FR3027	"IntervalTier" 	"words" 	"pardon" 	0.08 	0.42 	0.34
FR-participant7_pardon_FR3027	"IntervalTier" 	"words" 	"" 	0.42 	0.450062 	0.030062
FR-participant7_pardon_FR3027	"IntervalTier" 	"phones" 	"" 	0.0 	0.08 	0.08
FR-participant7_pardon_FR3027	"IntervalTier" 	"phones" 	"p" 	0.08 	0.13 	0.05
FR-participant7_pardon_FR3027	"IntervalTier" 	"phones" 	"a" 	0.13 	0.18 	0.05
FR-participant7_pardon_FR3027	"IntervalTier" 	"phones" 	"ʁ" 	0.18 	0.27 	0.09
FR-participant7_pardon_FR3027	"IntervalTier" 	"phones" 	"d" 	0.27 	0.32 	0.05
FR-participant7_pardon_FR3027	"IntervalTier" 	"phones" 	"ɔ̃" 	0.32 	0.42 	0.1
FR-participant7_pardon_FR3027	"IntervalTier" 	"phones" 	"" 	0.42 	0.450062 	0.030062
FR-participant7_parfum_FR3025	"IntervalTier" 	"words" 	"" 	0.0 	0.1 	0.1
FR-participant7_parfum_FR3025	"IntervalTier" 	"words" 	"parfum" 	0.1 	0.490063 	0.390063
FR-participant7_parfum_FR3025	"IntervalTier" 	"phones" 	"" 	0.0 	0.1 	0.1
FR-participant7_parfum_FR3025	"IntervalTier" 	"phones" 	"p" 	0.1 	0.14 	0.04
FR-participant7_parfum_FR3025	"IntervalTier" 	"phones" 	"a" 	0.14 	0.18 	0.04
FR-participant7_parfum_FR3025	"IntervalTier" 	"phones" 	"ʁ" 	0.18 	0.29 	0.11
FR-participant7_parfum_FR3025	"IntervalTier" 	"phones" 	"f" 	0.29 	0.39 	0.1
FR-participant7_parfum_FR3025	"IntervalTier" 	"phones" 	"ɛ̃" 	0.39 	0.490063 	0.100063
FR-participant7_peau_FR3020	"IntervalTier" 	"words" 	"" 	0.0 	0.12 	0.12
FR-participant7_peau_FR3020	"IntervalTier" 	"words" 	"peau" 	0.12 	0.34 	0.22
FR-participant7_peau_FR3020	"IntervalTier" 	"words" 	"" 	0.34 	0.370063 	0.030063
FR-participant7_peau_FR3020	"IntervalTier" 	"phones" 	"" 	0.0 	0.12 	0.12
FR-participant7_peau_FR3020	"IntervalTier" 	"phones" 	"p" 	0.12 	0.19 	0.07
FR-participant7_peau_FR3020	"IntervalTier" 	"phones" 	"o" 	0.19 	0.34 	0.15
FR-participant7_peau_FR3020	"IntervalTier" 	"phones" 	"" 	0.34 	0.370063 	0.030063
FR-participant7_porte_FR3021	"IntervalTier" 	"words" 	"" 	0.0 	0.11 	0.11
FR-participant7_porte_FR3021	"IntervalTier" 	"words" 	"porte" 	0.11 	0.4 	0.29
FR-participant7_porte_FR3021	"IntervalTier" 	"words" 	"" 	0.4 	0.430063 	0.030063
FR-participant7_porte_FR3021	"IntervalTier" 	"phones" 	"" 	0.0 	0.11 	0.11
FR-participant7_porte_FR3021	"IntervalTier" 	"phones" 	"p" 	0.11 	0.16 	0.05
FR-participant7_porte_FR3021	"IntervalTier" 	"phones" 	"ɔ" 	0.16 	0.2 	0.04
FR-participant7_porte_FR3021	"IntervalTier" 	"phones" 	"ʁ" 	0.2 	0.32 	0.12
FR-participant7_porte_FR3021	"IntervalTier" 	"phones" 	"t" 	0.32 	0.4 	0.08
FR-participant7_porte_FR3021	"IntervalTier" 	"phones" 	"" 	0.4 	0.430063 	0.030063
FR-participant7_queue_FR3012	"IntervalTier" 	"words" 	"queue" 	0.0 	0.28 	0.28
FR-participant7_queue_FR3012	"IntervalTier" 	"words" 	"" 	0.28 	0.310063 	0.030063
FR-participant7_queue_FR3012	"IntervalTier" 	"phones" 	"k" 	0.0 	0.11 	0.11
FR-participant7_queue_FR3012	"IntervalTier" 	"phones" 	"ø" 	0.11 	0.28 	0.17
FR-participant7_queue_FR3012	"IntervalTier" 	"phones" 	"" 	0.28 	0.310063 	0.030063
FR-participant7_rideau_FR3019	"IntervalTier" 	"words" 	"rideau" 	0.0 	0.41 	0.41
FR-participant7_rideau_FR3019	"IntervalTier" 	"words" 	"" 	0.41 	0.44 	0.03
FR-participant7_rideau_FR3019	"IntervalTier" 	"phones" 	"ʁ" 	0.0 	0.09 	0.09
FR-participant7_rideau_FR3019	"IntervalTier" 	"phones" 	"i" 	0.09 	0.19 	0.1
FR-participant7_rideau_FR3019	"IntervalTier" 	"phones" 	"d" 	0.19 	0.3 	0.11
FR-participant7_rideau_FR3019	"IntervalTier" 	"phones" 	"o" 	0.3 	0.41 	0.11
FR-participant7_rideau_FR3019	"IntervalTier" 	"phones" 	"" 	0.41 	0.44 	0.03
FR-participant7_roule_FR3018	"IntervalTier" 	"words" 	"roule" 	0.0 	0.333375 	0.333375
FR-participant7_roule_FR3018	"IntervalTier" 	"phones" 	"ʁ" 	0.0 	0.1 	0.1
FR-participant7_roule_FR3018	"IntervalTier" 	"phones" 	"u" 	0.1 	0.19 	0.09
FR-participant7_roule_FR3018	"IntervalTier" 	"phones" 	"l" 	0.19 	0.333375 	0.143375
FR-participant7_soeur_FR3014	"IntervalTier" 	"words" 	"soeur" 	0.0 	0.434125 	0.434125
FR-participant7_soeur_FR3014	"IntervalTier" 	"phones" 	"s" 	0.0 	0.22 	0.22
FR-participant7_soeur_FR3014	"IntervalTier" 	"phones" 	"œ" 	0.22 	0.38 	0.16
FR-participant7_soeur_FR3014	"IntervalTier" 	"phones" 	"ʁ" 	0.38 	0.434125 	0.054125
FR-participant7_son_FR3028	"IntervalTier" 	"words" 	"son" 	0.0 	0.28 	0.28
FR-participant7_son_FR3028	"IntervalTier" 	"words" 	"" 	0.28 	0.3055 	0.0255
FR-participant7_son_FR3028	"IntervalTier" 	"phones" 	"s" 	0.0 	0.14 	0.14
FR-participant7_son_FR3028	"IntervalTier" 	"phones" 	"ɔ̃" 	0.14 	0.28 	0.14
FR-participant7_son_FR3028	"IntervalTier" 	"phones" 	"" 	0.28 	0.3055 	0.0255
FR-participant7_sort_FR3022	"IntervalTier" 	"words" 	"sort" 	0.0 	0.386125 	0.386125
FR-participant7_sort_FR3022	"IntervalTier" 	"phones" 	"s" 	0.0 	0.15 	0.15
FR-participant7_sort_FR3022	"IntervalTier" 	"phones" 	"ɔ" 	0.15 	0.23 	0.08
FR-participant7_sort_FR3022	"IntervalTier" 	"phones" 	"ʁ" 	0.23 	0.386125 	0.156125
FR-participant7_søk	"IntervalTier" 	"words" 	"søk" 	0.0 	0.43475 	0.43475
FR-participant7_søk	"IntervalTier" 	"phones" 	"s" 	0.0 	0.13 	0.13
FR-participant7_søk	"IntervalTier" 	"phones" 	"ø" 	0.13 	0.23 	0.1
FR-participant7_søk	"IntervalTier" 	"phones" 	"k" 	0.23 	0.43475 	0.20475
FR-participant7_sœk	"IntervalTier" 	"words" 	"sœk" 	0.0 	0.46 	0.46
FR-participant7_sœk	"IntervalTier" 	"words" 	"" 	0.46 	0.490063 	0.030063
FR-participant7_sœk	"IntervalTier" 	"phones" 	"s" 	0.0 	0.24 	0.24
FR-participant7_sœk	"IntervalTier" 	"phones" 	"œ" 	0.24 	0.3 	0.06
FR-participant7_sœk	"IntervalTier" 	"phones" 	"k" 	0.3 	0.46 	0.16
FR-participant7_sœk	"IntervalTier" 	"phones" 	"" 	0.46 	0.490063 	0.030063
FR-participant7_temps_FR3030	"IntervalTier" 	"words" 	"" 	0.0 	0.04 	0.04
FR-participant7_temps_FR3030	"IntervalTier" 	"words" 	"temps" 	0.04 	0.24 	0.2
FR-participant7_temps_FR3030	"IntervalTier" 	"words" 	"" 	0.24 	0.266125 	0.026125
FR-participant7_temps_FR3030	"IntervalTier" 	"phones" 	"" 	0.0 	0.04 	0.04
FR-participant7_temps_FR3030	"IntervalTier" 	"phones" 	"t" 	0.04 	0.1 	0.06
FR-participant7_temps_FR3030	"IntervalTier" 	"phones" 	"ɑ̃" 	0.1 	0.24 	0.14
FR-participant7_temps_FR3030	"IntervalTier" 	"phones" 	"" 	0.24 	0.266125 	0.026125
FR-participant7_tique_FR3004	"IntervalTier" 	"words" 	"" 	0.0 	0.08 	0.08
FR-participant7_tique_FR3004	"IntervalTier" 	"words" 	"tique" 	0.08 	0.410062 	0.330062
FR-participant7_tique_FR3004	"IntervalTier" 	"phones" 	"" 	0.0 	0.08 	0.08
FR-participant7_tique_FR3004	"IntervalTier" 	"phones" 	"t" 	0.08 	0.2 	0.12
FR-participant7_tique_FR3004	"IntervalTier" 	"phones" 	"i" 	0.2 	0.32 	0.12
FR-participant7_tique_FR3004	"IntervalTier" 	"phones" 	"k" 	0.32 	0.410062 	0.090062
FR-participant7_toujours_FR3017	"IntervalTier" 	"words" 	"" 	0.0 	0.07 	0.07
FR-participant7_toujours_FR3017	"IntervalTier" 	"words" 	"toujours" 	0.07 	0.5 	0.43
FR-participant7_toujours_FR3017	"IntervalTier" 	"phones" 	"" 	0.0 	0.07 	0.07
FR-participant7_toujours_FR3017	"IntervalTier" 	"phones" 	"t" 	0.07 	0.15 	0.08
FR-participant7_toujours_FR3017	"IntervalTier" 	"phones" 	"u" 	0.15 	0.22 	0.07
FR-participant7_toujours_FR3017	"IntervalTier" 	"phones" 	"ʒ" 	0.22 	0.35 	0.13
FR-participant7_toujours_FR3017	"IntervalTier" 	"phones" 	"u" 	0.35 	0.4 	0.05
FR-participant7_toujours_FR3017	"IntervalTier" 	"phones" 	"ʁ" 	0.4 	0.5 	0.1
FR-participant7_toʃ	"IntervalTier" 	"words" 	"" 	0.0 	0.05 	0.05
FR-participant7_toʃ	"IntervalTier" 	"words" 	"toʃ" 	0.05 	0.383875 	0.333875
FR-participant7_toʃ	"IntervalTier" 	"phones" 	"" 	0.0 	0.05 	0.05
FR-participant7_toʃ	"IntervalTier" 	"phones" 	"t" 	0.05 	0.1 	0.05
FR-participant7_toʃ	"IntervalTier" 	"phones" 	"o" 	0.1 	0.2 	0.1
FR-participant7_toʃ	"IntervalTier" 	"phones" 	"ʃ" 	0.2 	0.383875 	0.183875
FR-participant7_tutu_FR3006	"IntervalTier" 	"words" 	"tutu" 	0.0 	0.52 	0.52
FR-participant7_tutu_FR3006	"IntervalTier" 	"words" 	"" 	0.52 	0.550063 	0.030063
FR-participant7_tutu_FR3006	"IntervalTier" 	"phones" 	"t" 	0.0 	0.13 	0.13
FR-participant7_tutu_FR3006	"IntervalTier" 	"phones" 	"y" 	0.13 	0.22 	0.09
FR-participant7_tutu_FR3006	"IntervalTier" 	"phones" 	"t" 	0.22 	0.39 	0.17
FR-participant7_tutu_FR3006	"IntervalTier" 	"phones" 	"y" 	0.39 	0.52 	0.13
FR-participant7_tutu_FR3006	"IntervalTier" 	"phones" 	"" 	0.52 	0.550063 	0.030063
FR-participant7_tɔt	"IntervalTier" 	"words" 	"tɔt" 	0.0 	0.4 	0.4
FR-participant7_tɔt	"IntervalTier" 	"words" 	"" 	0.4 	0.430063 	0.030063
FR-participant7_tɔt	"IntervalTier" 	"phones" 	"t" 	0.0 	0.14 	0.14
FR-participant7_tɔt	"IntervalTier" 	"phones" 	"ɔ" 	0.14 	0.22 	0.08
FR-participant7_tɔt	"IntervalTier" 	"phones" 	"t" 	0.22 	0.4 	0.18
FR-participant7_tɔt	"IntervalTier" 	"phones" 	"" 	0.4 	0.430063 	0.030063
FR-participant7_tɛʃ	"IntervalTier" 	"words" 	"" 	0.0 	0.13 	0.13
FR-participant7_tɛʃ	"IntervalTier" 	"words" 	"tɛʃ" 	0.13 	0.5 	0.37
FR-participant7_tɛʃ	"IntervalTier" 	"phones" 	"" 	0.0 	0.13 	0.13
FR-participant7_tɛʃ	"IntervalTier" 	"phones" 	"t" 	0.13 	0.19 	0.06
FR-participant7_tɛʃ	"IntervalTier" 	"phones" 	"ɛ" 	0.19 	0.29 	0.1
FR-participant7_tɛʃ	"IntervalTier" 	"phones" 	"ʃ" 	0.29 	0.5 	0.21
FR-participant7_un_FR3026	"IntervalTier" 	"words" 	"" 	0.0 	0.04 	0.04
FR-participant7_un_FR3026	"IntervalTier" 	"words" 	"un" 	0.04 	0.22 	0.18
FR-participant7_un_FR3026	"IntervalTier" 	"phones" 	"" 	0.0 	0.04 	0.04
FR-participant7_un_FR3026	"IntervalTier" 	"phones" 	"ɛ̃" 	0.04 	0.22 	0.18
FR-participant7_veuve_FR3013	"IntervalTier" 	"words" 	"veuve" 	0.0 	0.41 	0.41
FR-participant7_veuve_FR3013	"IntervalTier" 	"words" 	"" 	0.41 	0.470062 	0.060062
FR-participant7_veuve_FR3013	"IntervalTier" 	"phones" 	"v" 	0.0 	0.2 	0.2
FR-participant7_veuve_FR3013	"IntervalTier" 	"phones" 	"œ" 	0.2 	0.3 	0.1
FR-participant7_veuve_FR3013	"IntervalTier" 	"phones" 	"v" 	0.3 	0.41 	0.11
FR-participant7_veuve_FR3013	"IntervalTier" 	"phones" 	"" 	0.41 	0.470062 	0.060062
FR-participant7_vin_FR3024	"IntervalTier" 	"words" 	"vin" 	0.0 	0.28 	0.28
FR-participant7_vin_FR3024	"IntervalTier" 	"words" 	"" 	0.28 	0.310063 	0.030063
FR-participant7_vin_FR3024	"IntervalTier" 	"phones" 	"v" 	0.0 	0.14 	0.14
FR-participant7_vin_FR3024	"IntervalTier" 	"phones" 	"ɛ̃" 	0.14 	0.28 	0.14
FR-participant7_vin_FR3024	"IntervalTier" 	"phones" 	"" 	0.28 	0.310063 	0.030063
FR-participant8_cette_FR4291	"IntervalTier" 	"words" 	"cette" 	0.0 	0.66 	0.66
FR-participant8_cette_FR4291	"IntervalTier" 	"phones" 	"s" 	0.0 	0.25 	0.25
FR-participant8_cette_FR4291	"IntervalTier" 	"phones" 	"ɛ" 	0.25 	0.43 	0.18
FR-participant8_cette_FR4291	"IntervalTier" 	"phones" 	"t" 	0.43 	0.66 	0.23
FR-participant8_dɛs	"IntervalTier" 	"words" 	"dɛs" 	0.0 	0.77 	0.77
FR-participant8_dɛs	"IntervalTier" 	"words" 	"" 	0.77 	0.810063 	0.040063
FR-participant8_dɛs	"IntervalTier" 	"phones" 	"d" 	0.0 	0.3 	0.3
FR-participant8_dɛs	"IntervalTier" 	"phones" 	"ɛ" 	0.3 	0.44 	0.14
FR-participant8_dɛs	"IntervalTier" 	"phones" 	"s" 	0.44 	0.77 	0.33
FR-participant8_dɛs	"IntervalTier" 	"phones" 	"" 	0.77 	0.810063 	0.040063
FR-participant8_ete_FR4289	"IntervalTier" 	"words" 	"" 	0.0 	0.22 	0.22
FR-participant8_ete_FR4289	"IntervalTier" 	"words" 	"ete" 	0.22 	0.45 	0.23
FR-participant8_ete_FR4289	"IntervalTier" 	"words" 	"" 	0.45 	0.570063 	0.120063
FR-participant8_ete_FR4289	"IntervalTier" 	"phones" 	"" 	0.0 	0.22 	0.22
FR-participant8_ete_FR4289	"IntervalTier" 	"phones" 	"e" 	0.0 	0.20 	0.20
FR-participant8_ete_FR4289	"IntervalTier" 	"phones" 	"t" 	026 	0.52 	0.26
FR-participant8_ete_FR4289	"IntervalTier"	"phones"	"e"	0.26	0.52	0.26
FR-participant8_ete_FR4289	"IntervalTier" 	"phones" 	"" 	0.45 	0.570063 	0.120063
FR-participant8_faite_FR4292	"IntervalTier" 	"words" 	"faite" 	0.0 	0.68 	0.68
FR-participant8_faite_FR4292	"IntervalTier" 	"words" 	"" 	0.68 	0.710063 	0.030063
FR-participant8_faite_FR4292	"IntervalTier" 	"phones" 	"f" 	0.0 	0.25 	0.25
FR-participant8_faite_FR4292	"IntervalTier" 	"phones" 	"ɛ" 	0.25 	0.43 	0.18
FR-participant8_faite_FR4292	"IntervalTier" 	"phones" 	"t" 	0.43 	0.68 	0.25
FR-participant8_faite_FR4292	"IntervalTier" 	"phones" 	"" 	0.68 	0.710063 	0.030063
FR-participant8_femme_FR4298	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_femme_FR4298	"IntervalTier" 	"words" 	"femme" 	0.03 	0.7 	0.67
FR-participant8_femme_FR4298	"IntervalTier" 	"words" 	"" 	0.7 	0.730062 	0.030062
FR-participant8_femme_FR4298	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_femme_FR4298	"IntervalTier" 	"phones" 	"f" 	0.03 	0.24 	0.21
FR-participant8_femme_FR4298	"IntervalTier" 	"phones" 	"a" 	0.24 	0.38 	0.14
FR-participant8_femme_FR4298	"IntervalTier" 	"phones" 	"m" 	0.38 	0.7 	0.32
FR-participant8_femme_FR4298	"IntervalTier" 	"phones" 	"" 	0.7 	0.730062 	0.030062
FR-participant8_fils_FR4287	"IntervalTier" 	"words" 	"fils" 	0.0 	0.63 	0.63
FR-participant8_fils_FR4287	"IntervalTier" 	"words" 	"" 	0.63 	0.66 	0.03
FR-participant8_fils_FR4287	"IntervalTier" 	"phones" 	"f" 	0.0 	0.18 	0.18
FR-participant8_fils_FR4287	"IntervalTier" 	"phones" 	"i" 	0.18 	0.29 	0.11
FR-participant8_fils_FR4287	"IntervalTier" 	"phones" 	"s" 	0.29 	0.63 	0.34
FR-participant8_fils_FR4287	"IntervalTier" 	"phones" 	"" 	0.63 	0.66 	0.03
FR-participant8_impair_FR4548	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_impair_FR4548	"IntervalTier" 	"words" 	"impair" 	0.03 	0.73 	0.7
FR-participant8_impair_FR4548	"IntervalTier" 	"words" 	"" 	0.73 	0.76 	0.03
FR-participant8_impair_FR4548	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_impair_FR4548	"IntervalTier" 	"phones" 	"ɛ̃" 	0.03 	0.17 	0.14
FR-participant8_impair_FR4548	"IntervalTier" 	"phones" 	"p" 	0.17 	0.26 	0.09
FR-participant8_impair_FR4548	"IntervalTier" 	"phones" 	"ɛ" 	0.26 	0.54 	0.28
FR-participant8_impair_FR4548	"IntervalTier" 	"phones" 	"ʁ" 	0.54 	0.73 	0.19
FR-participant8_impair_FR4548	"IntervalTier" 	"phones" 	"" 	0.73 	0.76 	0.03
FR-participant8_journee_FR4290	"IntervalTier" 	"words" 	"journee" 	0.0 	0.68 	0.68
FR-participant8_journee_FR4290	"IntervalTier" 	"words" 	"" 	0.68 	0.750062 	0.070062
FR-participant8_journee_FR4290	"IntervalTier" 	"phones" 	"ʒ" 	0.0 	0.18 	0.18
FR-participant8_journee_FR4290	"IntervalTier" 	"phones" 	"u" 	0.18 	0.26 	0.08
FR-participant8_journee_FR4290	"IntervalTier" 	"phones" 	"ʁ" 	0.26 	0.35 	0.09
FR-participant8_journee_FR4290	"IntervalTier" 	"phones" 	"ɲ" 	0.35 	0.43 	0.08
FR-participant8_journee_FR4290	"IntervalTier" 	"phones" 	"e" 	0.43 	0.68 	0.25
FR-participant8_journee_FR4290	"IntervalTier" 	"phones" 	"" 	0.68 	0.750062 	0.070062
FR-participant8_mechant_FR4554	"IntervalTier" 	"words" 	"" 	0.0 	0.09 	0.09
