filename	IntervalTier	tier_level	vowel	onset	offset	duration
FR-participant8_mechant_FR4554	"IntervalTier" 	"words" 	"mechant" 	0.09 	0.59 	0.5
FR-participant8_mechant_FR4554	"IntervalTier" 	"words" 	"" 	0.59 	0.710063 	0.120063
FR-participant8_mechant_FR4554	"IntervalTier" 	"phones" 	"" 	0.0 	0.09 	0.09
FR-participant8_mechant_FR4554	"IntervalTier" 	"phones" 	"e" 	0.19 	0.26 	0.07
FR-participant8_mechant_FR4554	"IntervalTier"	"phones"	"ɑ̃"	0.43	0.62	0.19
FR-participant8_mechant_FR4554	"IntervalTier" 	"phones" 	"" 	0.59 	0.710063 	0.120063
FR-participant8_meunier_FR4293	"IntervalTier" 	"words" 	"" 	0.0 	0.04 	0.04
FR-participant8_meunier_FR4293	"IntervalTier" 	"words" 	"meunier" 	0.04 	0.76 	0.72
FR-participant8_meunier_FR4293	"IntervalTier" 	"words" 	"" 	0.76 	0.84 	0.08
FR-participant8_meunier_FR4293	"IntervalTier" 	"phones" 	"" 	0.0 	0.04 	0.04
FR-participant8_meunier_FR4293	"IntervalTier" 	"phones" 	"m" 	0.04 	0.2 	0.16
FR-participant8_meunier_FR4293	"IntervalTier" 	"phones" 	"ø" 	0.2 	0.27 	0.07
FR-participant8_meunier_FR4293	"IntervalTier" 	"phones" 	"n" 	0.27 	0.36 	0.09
FR-participant8_meunier_FR4293	"IntervalTier" 	"phones" 	"j" 	0.36 	0.48 	0.12
FR-participant8_meunier_FR4293	"IntervalTier" 	"phones" 	"e" 	0.48 	0.76 	0.28
FR-participant8_meunier_FR4293	"IntervalTier" 	"phones" 	"" 	0.76 	0.84 	0.08
FR-participant8_papa_FR4297	"IntervalTier" 	"words" 	"papa" 	0.0 	0.54 	0.54
FR-participant8_papa_FR4297	"IntervalTier" 	"words" 	"" 	0.54 	0.58 	0.04
FR-participant8_papa_FR4297	"IntervalTier" 	"phones" 	"p" 	0.0 	0.06 	0.06
FR-participant8_papa_FR4297	"IntervalTier" 	"phones" 	"a" 	0.06 	0.14 	0.08
FR-participant8_papa_FR4297	"IntervalTier" 	"phones" 	"p" 	0.14 	0.27 	0.13
FR-participant8_papa_FR4297	"IntervalTier" 	"phones" 	"a" 	0.27 	0.54 	0.27
FR-participant8_papa_FR4297	"IntervalTier" 	"phones" 	"" 	0.54 	0.58 	0.04
FR-participant8_pardon_FR4552	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_pardon_FR4552	"IntervalTier" 	"words" 	"pardon" 	0.03 	0.52 	0.49
FR-participant8_pardon_FR4552	"IntervalTier" 	"words" 	"" 	0.52 	0.56 	0.04
FR-participant8_pardon_FR4552	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_pardon_FR4552	"IntervalTier" 	"phones" 	"p" 	0.03 	0.07 	0.04
FR-participant8_pardon_FR4552	"IntervalTier" 	"phones" 	"a" 	0.07 	0.16 	0.09
FR-participant8_pardon_FR4552	"IntervalTier" 	"phones" 	"ʁ" 	0.16 	0.24 	0.08
FR-participant8_pardon_FR4552	"IntervalTier" 	"phones" 	"d" 	0.24 	0.31 	0.07
FR-participant8_pardon_FR4552	"IntervalTier" 	"phones" 	"ɔ̃" 	0.31 	0.52 	0.21
FR-participant8_pardon_FR4552	"IntervalTier" 	"phones" 	"" 	0.52 	0.56 	0.04
FR-participant8_parfum_FR4550	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_parfum_FR4550	"IntervalTier" 	"words" 	"parfum" 	0.03 	0.53 	0.5
FR-participant8_parfum_FR4550	"IntervalTier" 	"words" 	"" 	0.53 	0.56 	0.03
FR-participant8_parfum_FR4550	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_parfum_FR4550	"IntervalTier" 	"phones" 	"p" 	0.03 	0.07 	0.04
FR-participant8_parfum_FR4550	"IntervalTier" 	"phones" 	"a" 	0.07 	0.1 	0.03
FR-participant8_parfum_FR4550	"IntervalTier" 	"phones" 	"ʁ" 	0.1 	0.21 	0.11
FR-participant8_parfum_FR4550	"IntervalTier" 	"phones" 	"f" 	0.21 	0.31 	0.1
FR-participant8_parfum_FR4550	"IntervalTier" 	"phones" 	"ɛ̃" 	0.31 	0.53 	0.22
FR-participant8_parfum_FR4550	"IntervalTier" 	"phones" 	"" 	0.53 	0.56 	0.03
FR-participant8_peau_FR4545	"IntervalTier" 	"words" 	"peau" 	0.0 	0.44 	0.44
FR-participant8_peau_FR4545	"IntervalTier" 	"words" 	"" 	0.44 	0.470062 	0.030062
FR-participant8_peau_FR4545	"IntervalTier" 	"phones" 	"p" 	0.0 	0.06 	0.06
FR-participant8_peau_FR4545	"IntervalTier" 	"phones" 	"o" 	0.06 	0.44 	0.38
FR-participant8_peau_FR4545	"IntervalTier" 	"phones" 	"" 	0.44 	0.470062 	0.030062
FR-participant8_porte_FR4546	"IntervalTier" 	"words" 	"porte" 	0.0 	0.48 	0.48
FR-participant8_porte_FR4546	"IntervalTier" 	"words" 	"" 	0.48 	0.510062 	0.030062
FR-participant8_porte_FR4546	"IntervalTier" 	"phones" 	"p" 	0.0 	0.05 	0.05
FR-participant8_porte_FR4546	"IntervalTier" 	"phones" 	"ɔ" 	0.05 	0.15 	0.1
FR-participant8_porte_FR4546	"IntervalTier" 	"phones" 	"ʁ" 	0.15 	0.34 	0.19
FR-participant8_porte_FR4546	"IntervalTier" 	"phones" 	"t" 	0.34 	0.48 	0.14
FR-participant8_porte_FR4546	"IntervalTier" 	"phones" 	"" 	0.48 	0.510062 	0.030062
FR-participant8_queue_FR4294	"IntervalTier" 	"words" 	"queue" 	0.0 	0.35 	0.35
FR-participant8_queue_FR4294	"IntervalTier" 	"words" 	"" 	0.35 	0.410062 	0.060062
FR-participant8_queue_FR4294	"IntervalTier" 	"phones" 	"k" 	0.0 	0.08 	0.08
FR-participant8_queue_FR4294	"IntervalTier" 	"phones" 	"ø" 	0.08 	0.35 	0.27
FR-participant8_queue_FR4294	"IntervalTier" 	"phones" 	"" 	0.35 	0.410062 	0.060062
FR-participant8_rideau_FR4544	"IntervalTier" 	"words" 	"rideau" 	0.0 	0.69 	0.69
FR-participant8_rideau_FR4544	"IntervalTier" 	"words" 	"" 	0.69 	0.72 	0.03
FR-participant8_rideau_FR4544	"IntervalTier" 	"phones" 	"ʁ" 	0.0 	0.23 	0.23
FR-participant8_rideau_FR4544	"IntervalTier" 	"phones" 	"i" 	0.23 	0.36 	0.13
FR-participant8_rideau_FR4544	"IntervalTier" 	"phones" 	"d" 	0.36 	0.42 	0.06
FR-participant8_rideau_FR4544	"IntervalTier" 	"phones" 	"o" 	0.42 	0.69 	0.27
FR-participant8_rideau_FR4544	"IntervalTier" 	"phones" 	"" 	0.69 	0.72 	0.03
FR-participant8_roule_FR4543	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_roule_FR4543	"IntervalTier" 	"words" 	"roule" 	0.03 	0.67 	0.64
FR-participant8_roule_FR4543	"IntervalTier" 	"words" 	"" 	0.67 	0.72 	0.05
FR-participant8_roule_FR4543	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_roule_FR4543	"IntervalTier" 	"phones" 	"ʁ" 	0.03 	0.24 	0.21
FR-participant8_roule_FR4543	"IntervalTier" 	"phones" 	"u" 	0.24 	0.37 	0.13
FR-participant8_roule_FR4543	"IntervalTier" 	"phones" 	"l" 	0.37 	0.67 	0.3
FR-participant8_roule_FR4543	"IntervalTier" 	"phones" 	"" 	0.67 	0.72 	0.05
FR-participant8_soeur_FR4296	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_soeur_FR4296	"IntervalTier" 	"words" 	"soeur" 	0.03 	0.73 	0.7
FR-participant8_soeur_FR4296	"IntervalTier" 	"words" 	"" 	0.73 	0.770062 	0.040062
FR-participant8_soeur_FR4296	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_soeur_FR4296	"IntervalTier" 	"phones" 	"s" 	0.03 	0.28 	0.25
FR-participant8_soeur_FR4296	"IntervalTier" 	"phones" 	"œ" 	0.28 	0.54 	0.26
FR-participant8_soeur_FR4296	"IntervalTier" 	"phones" 	"ʁ" 	0.54 	0.73 	0.19
FR-participant8_soeur_FR4296	"IntervalTier" 	"phones" 	"" 	0.73 	0.770062 	0.040062
FR-participant8_son_FR4553	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_son_FR4553	"IntervalTier" 	"words" 	"son" 	0.03 	0.55 	0.52
FR-participant8_son_FR4553	"IntervalTier" 	"words" 	"" 	0.55 	0.58 	0.03
FR-participant8_son_FR4553	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_son_FR4553	"IntervalTier" 	"phones" 	"s" 	0.03 	0.29 	0.26
FR-participant8_son_FR4553	"IntervalTier" 	"phones" 	"ɔ̃" 	0.29 	0.55 	0.26
FR-participant8_son_FR4553	"IntervalTier" 	"phones" 	"" 	0.55 	0.58 	0.03
FR-participant8_sort_FR4547	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_sort_FR4547	"IntervalTier" 	"words" 	"sort" 	0.03 	0.62 	0.59
FR-participant8_sort_FR4547	"IntervalTier" 	"words" 	"" 	0.62 	0.650062 	0.030062
FR-participant8_sort_FR4547	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_sort_FR4547	"IntervalTier" 	"phones" 	"s" 	0.03 	0.24 	0.21
FR-participant8_sort_FR4547	"IntervalTier" 	"phones" 	"ɔ" 	0.24 	0.36 	0.12
FR-participant8_sort_FR4547	"IntervalTier" 	"phones" 	"ʁ" 	0.36 	0.62 	0.26
FR-participant8_sort_FR4547	"IntervalTier" 	"phones" 	"" 	0.62 	0.650062 	0.030062
FR-participant8_temps_FR4555	"IntervalTier" 	"words" 	"temps" 	0.0 	0.41 	0.41
FR-participant8_temps_FR4555	"IntervalTier" 	"words" 	"" 	0.41 	0.450062 	0.040062
FR-participant8_temps_FR4555	"IntervalTier" 	"phones" 	"t" 	0.0 	0.06 	0.06
FR-participant8_temps_FR4555	"IntervalTier" 	"phones" 	"ɑ̃" 	0.06 	0.41 	0.35
FR-participant8_temps_FR4555	"IntervalTier" 	"phones" 	"" 	0.41 	0.450062 	0.040062
FR-participant8_tique_FR4286	"IntervalTier" 	"words" 	"tique" 	0.0 	0.41 	0.41
FR-participant8_tique_FR4286	"IntervalTier" 	"words" 	"" 	0.41 	0.44 	0.03
FR-participant8_tique_FR4286	"IntervalTier" 	"phones" 	"t" 	0.0 	0.09 	0.09
FR-participant8_tique_FR4286	"IntervalTier" 	"phones" 	"i" 	0.09 	0.23 	0.14
FR-participant8_tique_FR4286	"IntervalTier" 	"phones" 	"k" 	0.23 	0.41 	0.18
FR-participant8_tique_FR4286	"IntervalTier" 	"phones" 	"" 	0.41 	0.44 	0.03
FR-participant8_tot	"IntervalTier" 	"words" 	"tot" 	0.0 	0.41 	0.41
FR-participant8_tot	"IntervalTier" 	"words" 	"" 	0.41 	0.46 	0.05
FR-participant8_tot	"IntervalTier" 	"phones" 	"t" 	0.0 	0.07 	0.07
FR-participant8_tot	"IntervalTier" 	"phones" 	"o" 	0.07 	0.17 	0.1
FR-participant8_tot	"IntervalTier" 	"phones" 	"t" 	0.17 	0.41 	0.24
FR-participant8_tot	"IntervalTier" 	"phones" 	"" 	0.41 	0.46 	0.05
FR-participant8_toujours_FR4299	"IntervalTier" 	"words" 	"toujours" 	0.0 	0.84 	0.84
FR-participant8_toujours_FR4299	"IntervalTier" 	"phones" 	"t" 	0.0 	0.08 	0.08
FR-participant8_toujours_FR4299	"IntervalTier" 	"phones" 	"u" 	0.08 	0.17 	0.09
FR-participant8_toujours_FR4299	"IntervalTier" 	"phones" 	"ʒ" 	0.17 	0.3 	0.13
FR-participant8_toujours_FR4299	"IntervalTier" 	"phones" 	"u" 	0.3 	0.58 	0.28
FR-participant8_toujours_FR4299	"IntervalTier" 	"phones" 	"ʁ" 	0.58 	0.84 	0.26
FR-participant8_tutu_FR4288	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_tutu_FR4288	"IntervalTier" 	"words" 	"tutu" 	0.03 	0.63 	0.6
FR-participant8_tutu_FR4288	"IntervalTier" 	"words" 	"" 	0.63 	0.66 	0.03
FR-participant8_tutu_FR4288	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_tutu_FR4288	"IntervalTier" 	"phones" 	"t" 	0.03 	0.09 	0.06
FR-participant8_tutu_FR4288	"IntervalTier" 	"phones" 	"y" 	0.09 	0.24 	0.15
FR-participant8_tutu_FR4288	"IntervalTier" 	"phones" 	"t" 	0.24 	0.33 	0.09
FR-participant8_tutu_FR4288	"IntervalTier" 	"phones" 	"y" 	0.33 	0.63 	0.3
FR-participant8_tutu_FR4288	"IntervalTier" 	"phones" 	"" 	0.63 	0.66 	0.03
FR-participant8_un_FR4551	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_un_FR4551	"IntervalTier" 	"words" 	"un" 	0.03 	0.32 	0.29
FR-participant8_un_FR4551	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_un_FR4551	"IntervalTier" 	"phones" 	"ɛ̃" 	0.03 	0.32 	0.29
FR-participant8_veuve_FR4295	"IntervalTier" 	"words" 	"" 	0.0 	0.05 	0.05
FR-participant8_veuve_FR4295	"IntervalTier" 	"words" 	"veuve" 	0.05 	0.75 	0.7
FR-participant8_veuve_FR4295	"IntervalTier" 	"words" 	"" 	0.75 	0.78 	0.03
FR-participant8_veuve_FR4295	"IntervalTier" 	"phones" 	"" 	0.0 	0.05 	0.05
FR-participant8_veuve_FR4295	"IntervalTier" 	"phones" 	"v" 	0.05 	0.26 	0.21
FR-participant8_veuve_FR4295	"IntervalTier" 	"phones" 	"œ" 	0.26 	0.55 	0.29
FR-participant8_veuve_FR4295	"IntervalTier" 	"phones" 	"v" 	0.55 	0.75 	0.2
FR-participant8_veuve_FR4295	"IntervalTier" 	"phones" 	"" 	0.75 	0.78 	0.03
FR-participant8_vin_FR4549	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant8_vin_FR4549	"IntervalTier" 	"words" 	"vin" 	0.03 	0.450062 	0.420062
FR-participant8_vin_FR4549	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant8_vin_FR4549	"IntervalTier" 	"phones" 	"v" 	0.03 	0.21 	0.18
FR-participant8_vin_FR4549	"IntervalTier" 	"phones" 	"ɛ̃" 	0.21 	0.450062 	0.240062
FR-participant9_cachette	"IntervalTier" 	"words" 	"" 	0.0 	0.2 	0.2
FR-participant9_cachette	"IntervalTier" 	"words" 	"cachette" 	0.2 	0.93 	0.73
FR-participant9_cachette	"IntervalTier" 	"words" 	"" 	0.93 	1.192937 	0.262937
FR-participant9_cachette	"IntervalTier" 	"phones" 	"" 	0.0 	0.2 	0.2
FR-participant9_cachette	"IntervalTier" 	"phones" 	"k" 	0.2 	0.26 	0.06
FR-participant9_cachette	"IntervalTier" 	"phones" 	"a" 	0.26 	0.38 	0.12
FR-participant9_cachette	"IntervalTier" 	"phones" 	"ʃ" 	0.38 	0.58 	0.2
FR-participant9_cachette	"IntervalTier" 	"phones" 	"ɛ" 	0.58 	0.72 	0.14
FR-participant9_cachette	"IntervalTier" 	"phones" 	"t" 	0.72 	0.93 	0.21
FR-participant9_cachette	"IntervalTier" 	"phones" 	"" 	0.93 	1.192937 	0.262937
FR-participant9_cette	"IntervalTier" 	"words" 	"" 	0.0 	0.16 	0.16
FR-participant9_cette	"IntervalTier" 	"words" 	"cette" 	0.16 	0.76 	0.6
FR-participant9_cette	"IntervalTier" 	"words" 	"" 	0.76 	0.986437 	0.226437
FR-participant9_cette	"IntervalTier" 	"phones" 	"" 	0.0 	0.16 	0.16
FR-participant9_cette	"IntervalTier" 	"phones" 	"s" 	0.16 	0.35 	0.19
FR-participant9_cette	"IntervalTier" 	"phones" 	"ɛ" 	0.35 	0.5 	0.15
FR-participant9_cette	"IntervalTier" 	"phones" 	"t" 	0.5 	0.76 	0.26
FR-participant9_cette	"IntervalTier" 	"phones" 	"" 	0.76 	0.986437 	0.226437
FR-participant9_ete	"IntervalTier" 	"words" 	"" 	0.0 	0.22 	0.22
FR-participant9_ete	"IntervalTier" 	"words" 	"ete" 	0.22 	0.49 	0.27
FR-participant9_ete	"IntervalTier" 	"words" 	"" 	0.49 	0.887 	0.397
FR-participant9_ete	"IntervalTier" 	"phones" 	"" 	0.0 	0.22 	0.22
FR-participant9_ete	"IntervalTier" 	"phones" 	"e" 	0.23 	0.33 	0.1
FR-participant9_ete	"IntervalTier" 	"phones" 	"t" 	0.32 	0.49 	0.17
FR-participant9_ete	"IntervalTier"	"phones"	"e"	0.48	0.58	0.1
FR-participant9_ete	"IntervalTier" 	"phones" 	"" 	0.49 	0.887 	0.397
FR-participant9_faite	"IntervalTier" 	"words" 	"" 	0.0 	0.12 	0.12
FR-participant9_faite	"IntervalTier" 	"words" 	"faite" 	0.12 	0.75 	0.63
FR-participant9_faite	"IntervalTier" 	"words" 	"" 	0.75 	0.940562 	0.190562
FR-participant9_faite	"IntervalTier" 	"phones" 	"" 	0.0 	0.12 	0.12
FR-participant9_faite	"IntervalTier" 	"phones" 	"f" 	0.12 	0.35 	0.23
FR-participant9_faite	"IntervalTier" 	"phones" 	"ɛ" 	0.35 	0.51 	0.16
FR-participant9_faite	"IntervalTier" 	"phones" 	"t" 	0.51 	0.75 	0.24
FR-participant9_faite	"IntervalTier" 	"phones" 	"" 	0.75 	0.940562 	0.190562
FR-participant9_femme	"IntervalTier" 	"words" 	"" 	0.0 	0.15 	0.15
FR-participant9_femme	"IntervalTier" 	"words" 	"femme" 	0.15 	0.75 	0.6
FR-participant9_femme	"IntervalTier" 	"words" 	"" 	0.75 	1.085813 	0.335813
FR-participant9_femme	"IntervalTier" 	"phones" 	"" 	0.0 	0.15 	0.15
FR-participant9_femme	"IntervalTier" 	"phones" 	"f" 	0.15 	0.4 	0.25
FR-participant9_femme	"IntervalTier" 	"phones" 	"a" 	0.4 	0.54 	0.14
FR-participant9_femme	"IntervalTier" 	"phones" 	"m" 	0.54 	0.75 	0.21
FR-participant9_femme	"IntervalTier" 	"phones" 	"" 	0.75 	1.085813 	0.335813
FR-participant9_fils	"IntervalTier" 	"words" 	"" 	0.0 	0.16 	0.16
FR-participant9_fils	"IntervalTier" 	"words" 	"fils" 	0.16 	0.86 	0.7
FR-participant9_fils	"IntervalTier" 	"words" 	"" 	0.86 	1.062875 	0.202875
FR-participant9_fils	"IntervalTier" 	"phones" 	"" 	0.0 	0.16 	0.16
FR-participant9_fils	"IntervalTier" 	"phones" 	"f" 	0.16 	0.29 	0.13
FR-participant9_fils	"IntervalTier" 	"phones" 	"i" 	0.29 	0.42 	0.13
FR-participant9_fils	"IntervalTier" 	"phones" 	"s" 	0.42 	0.86 	0.44
FR-participant9_fils	"IntervalTier" 	"phones" 	"" 	0.86 	1.062875 	0.202875
FR-participant9_impair	"IntervalTier" 	"words" 	"" 	0.0 	0.03 	0.03
FR-participant9_impair	"IntervalTier" 	"words" 	"impair" 	0.03 	0.65 	0.62
FR-participant9_impair	"IntervalTier" 	"words" 	"" 	0.65 	0.79525 	0.14525
FR-participant9_impair	"IntervalTier" 	"phones" 	"" 	0.0 	0.03 	0.03
FR-participant9_impair	"IntervalTier" 	"phones" 	"ɛ̃" 	0.03 	0.15 	0.12
FR-participant9_impair	"IntervalTier" 	"phones" 	"p" 	0.15 	0.29 	0.14
FR-participant9_impair	"IntervalTier" 	"phones" 	"ɛ" 	0.29 	0.49 	0.2
FR-participant9_impair	"IntervalTier" 	"phones" 	"ʁ" 	0.49 	0.65 	0.16
FR-participant9_impair	"IntervalTier" 	"phones" 	"" 	0.65 	0.79525 	0.14525
FR-participant9_journee	"IntervalTier" 	"words" 	"" 	0.0 	0.19 	0.19
FR-participant9_journee	"IntervalTier" 	"words" 	"journee" 	0.19 	0.72 	0.53
FR-participant9_journee	"IntervalTier" 	"words" 	"" 	0.72 	1.124062 	0.404062
FR-participant9_journee	"IntervalTier" 	"phones" 	"" 	0.0 	0.19 	0.19
FR-participant9_journee	"IntervalTier" 	"phones" 	"ʒ" 	0.19 	0.3 	0.11
FR-participant9_journee	"IntervalTier" 	"phones" 	"u" 	0.3 	0.38 	0.08
FR-participant9_journee	"IntervalTier" 	"phones" 	"ʁ" 	0.38 	0.47 	0.09
FR-participant9_journee	"IntervalTier" 	"phones" 	"ɲ" 	0.47 	0.55 	0.08
FR-participant9_journee	"IntervalTier" 	"phones" 	"e" 	0.55 	0.72 	0.17
FR-participant9_journee	"IntervalTier" 	"phones" 	"" 	0.72 	1.124062 	0.404062
FR-participant9_lettre	"IntervalTier" 	"words" 	"" 	0.0 	0.21 	0.21
FR-participant9_lettre	"IntervalTier" 	"words" 	"lettre" 	0.21 	0.83 	0.62
FR-participant9_lettre	"IntervalTier" 	"words" 	"" 	0.83 	1.017062 	0.187062
FR-participant9_lettre	"IntervalTier" 	"phones" 	"" 	0.0 	0.21 	0.21
FR-participant9_lettre	"IntervalTier" 	"phones" 	"l" 	0.21 	0.33 	0.12
FR-participant9_lettre	"IntervalTier" 	"phones" 	"ɛ" 	0.33 	0.46 	0.13
FR-participant9_lettre	"IntervalTier" 	"phones" 	"t" 	0.46 	0.6 	0.14
FR-participant9_lettre	"IntervalTier" 	"phones" 	"ʁ" 	0.6 	0.83 	0.23
FR-participant9_lettre	"IntervalTier" 	"phones" 	"" 	0.83 	1.017062 	0.187062
FR-participant9_mechant	"IntervalTier" 	"words" 	"" 	0.0 	0.15 	0.15
FR-participant9_mechant	"IntervalTier" 	"words" 	"mechant" 	0.15 	0.68 	0.53
FR-participant9_mechant	"IntervalTier" 	"words" 	"" 	0.68 	1.0935 	0.4135
FR-participant9_mechant	"IntervalTier" 	"phones" 	"" 	0.0 	0.15 	0.15
FR-participant9_mechant	"IntervalTier" 	"phones" 	"e" 	0.21 	0.30 	0.09
FR-participant9_mechant	"IntervalTier"	"phones"	"ɑ̃"	0.48	0.73	0.25
FR-participant9_mechant	"IntervalTier" 	"phones" 	"" 	0.68 	1.0935 	0.4135
FR-participant9_meunier	"IntervalTier" 	"words" 	"" 	0.0 	0.14 	0.14
FR-participant9_meunier	"IntervalTier" 	"words" 	"meunier" 	0.14 	0.77 	0.63
FR-participant9_meunier	"IntervalTier" 	"words" 	"" 	0.77 	1.169938 	0.399938
FR-participant9_meunier	"IntervalTier" 	"phones" 	"" 	0.0 	0.14 	0.14
FR-participant9_meunier	"IntervalTier" 	"phones" 	"m" 	0.14 	0.25 	0.11
FR-participant9_meunier	"IntervalTier" 	"phones" 	"ø" 	0.25 	0.33 	0.08
FR-participant9_meunier	"IntervalTier" 	"phones" 	"n" 	0.33 	0.43 	0.1
FR-participant9_meunier	"IntervalTier" 	"phones" 	"j" 	0.43 	0.54 	0.11
FR-participant9_meunier	"IntervalTier" 	"phones" 	"e" 	0.54 	0.77 	0.23
FR-participant9_meunier	"IntervalTier" 	"phones" 	"" 	0.77 	1.169938 	0.399938
FR-participant9_papa	"IntervalTier" 	"words" 	"" 	0.0 	0.19 	0.19
FR-participant9_papa	"IntervalTier" 	"words" 	"papa" 	0.19 	0.75 	0.56
FR-participant9_papa	"IntervalTier" 	"words" 	"" 	0.75 	0.971125 	0.221125
FR-participant9_papa	"IntervalTier" 	"phones" 	"" 	0.0 	0.19 	0.19
FR-participant9_papa	"IntervalTier" 	"phones" 	"p" 	0.19 	0.23 	0.04
FR-participant9_papa	"IntervalTier" 	"phones" 	"a" 	0.23 	0.31 	0.08
FR-participant9_papa	"IntervalTier" 	"phones" 	"p" 	0.31 	0.45 	0.14
FR-participant9_papa	"IntervalTier" 	"phones" 	"a" 	0.45 	0.75 	0.3
FR-participant9_papa	"IntervalTier" 	"phones" 	"" 	0.75 	0.971125 	0.221125
FR-participant9_pardon	"IntervalTier" 	"words" 	"" 	0.0 	0.12 	0.12
FR-participant9_pardon	"IntervalTier" 	"words" 	"pardon" 	0.12 	0.64 	0.52
FR-participant9_pardon	"IntervalTier" 	"words" 	"" 	0.64 	0.92525 	0.28525
FR-participant9_pardon	"IntervalTier" 	"phones" 	"" 	0.0 	0.12 	0.12
FR-participant9_pardon	"IntervalTier" 	"phones" 	"p" 	0.12 	0.17 	0.05
FR-participant9_pardon	"IntervalTier" 	"phones" 	"a" 	0.17 	0.22 	0.05
FR-participant9_pardon	"IntervalTier" 	"phones" 	"ʁ" 	0.22 	0.34 	0.12
FR-participant9_pardon	"IntervalTier" 	"phones" 	"d" 	0.34 	0.44 	0.1
FR-participant9_pardon	"IntervalTier" 	"phones" 	"ɔ̃" 	0.44 	0.64 	0.2
FR-participant9_pardon	"IntervalTier" 	"phones" 	"" 	0.64 	0.92525 	0.28525
FR-participant9_peau	"IntervalTier" 	"words" 	"" 	0.0 	0.14 	0.14
FR-participant9_peau	"IntervalTier" 	"words" 	"peau" 	0.14 	0.45 	0.31
FR-participant9_peau	"IntervalTier" 	"words" 	"" 	0.45 	0.642375 	0.192375
FR-participant9_peau	"IntervalTier" 	"phones" 	"" 	0.0 	0.14 	0.14
FR-participant9_peau	"IntervalTier" 	"phones" 	"p" 	0.14 	0.18 	0.04
FR-participant9_peau	"IntervalTier" 	"phones" 	"o" 	0.18 	0.45 	0.27
FR-participant9_peau	"IntervalTier" 	"phones" 	"" 	0.45 	0.642375 	0.192375
FR-participant9_porte	"IntervalTier" 	"words" 	"" 	0.0 	0.12 	0.12
FR-participant9_porte	"IntervalTier" 	"words" 	"porte" 	0.12 	0.6 	0.48
FR-participant9_porte	"IntervalTier" 	"words" 	"" 	0.6 	0.680562 	0.080562
FR-participant9_porte	"IntervalTier" 	"phones" 	"" 	0.0 	0.12 	0.12
FR-participant9_porte	"IntervalTier" 	"phones" 	"p" 	0.12 	0.16 	0.04
FR-participant9_porte	"IntervalTier" 	"phones" 	"ɔ" 	0.16 	0.28 	0.12
FR-participant9_porte	"IntervalTier" 	"phones" 	"ʁ" 	0.28 	0.47 	0.19
FR-participant9_porte	"IntervalTier" 	"phones" 	"t" 	0.47 	0.6 	0.13
FR-participant9_porte	"IntervalTier" 	"phones" 	"" 	0.6 	0.680562 	0.080562
FR-participant9_queue	"IntervalTier" 	"words" 	"" 	0.0 	0.12 	0.12
FR-participant9_queue	"IntervalTier" 	"words" 	"queue" 	0.12 	0.43 	0.31
FR-participant9_queue	"IntervalTier" 	"words" 	"" 	0.43 	0.68825 	0.25825
FR-participant9_queue	"IntervalTier" 	"phones" 	"" 	0.0 	0.12 	0.12
FR-participant9_queue	"IntervalTier" 	"phones" 	"k" 	0.12 	0.19 	0.07
FR-participant9_queue	"IntervalTier" 	"phones" 	"ø" 	0.19 	0.43 	0.24
FR-participant9_queue	"IntervalTier" 	"phones" 	"" 	0.43 	0.68825 	0.25825
FR-participant9_rideau	"IntervalTier" 	"words" 	"" 	0.0 	0.13 	0.13
FR-participant9_rideau	"IntervalTier" 	"words" 	"rideau" 	0.13 	0.8 	0.67
FR-participant9_rideau	"IntervalTier" 	"words" 	"" 	0.8 	1.062875 	0.262875
FR-participant9_rideau	"IntervalTier" 	"phones" 	"" 	0.0 	0.13 	0.13
FR-participant9_rideau	"IntervalTier" 	"phones" 	"ʁ" 	0.13 	0.27 	0.14
FR-participant9_rideau	"IntervalTier" 	"phones" 	"i" 	0.27 	0.41 	0.14
FR-participant9_rideau	"IntervalTier" 	"phones" 	"d" 	0.41 	0.52 	0.11
