Phone (Language),Response,value
ʊ (en-us),œ,0.12046783625730978
ʊ (en-us),ɔ,0.057777777777777685
ʊ (en-us),ɔ̃,0.07976608187134493
ʊ (en-us),u,0.04935672514619879
ʊ (en-us),y,0.02432748538011696
ʌ (en-us),a,0.2647482014388493
ʌ (en-us),ɑ̃,0.1050359712230214
ʌ (en-us),e,0.006235011990407673
ʌ (en-us),ɛ,0.057314148681055097
ʌ (en-us),ɛ̃,0.2693045563549162
ʌ (en-us),i,0.010551558752997603
ʌ (en-us),o,0.012949640287769786
ʌ (en-us),ø,0.017985611510791373
ʌ (en-us),œ,0.08537170263788954
ʌ (en-us),ɔ,0.09664268585131874
ʌ (en-us),ɔ̃,0.05059952038369306
ʌ (en-us),u,0.012230215827338136
ʌ (en-us),y,0.011031175059952037
y (fr),a,0.0004246284501061571
y (fr),ɑ̃,0.006369426751592356
y (fr),e,0.24883227176220812
y (fr),ɛ,0.048619957537154944
y (fr),ɛ̃,0.0004246284501061571
y (fr),i,0.19851380042462874
y (fr),o,0.008704883227176224
y (fr),ø,0.10764331210191078
y (fr),œ,0.004246284501061571
y (fr),ɔ,0.0010615711252653928
y (fr),ɔ̃,0.014012738853503192
y (fr),u,0.013800424628450119
y (fr),y,0.34734607218683694
y (tr),a,0.0
y (tr),ɑ̃,0.0044444444444444444
y (tr),e,0.1833333333333333
y (tr),ɛ,0.10888888888888887
y (tr),ɛ̃,0.0022222222222222222
y (tr),i,0.1922222222222222
y (tr),o,0.0077777777777777776
y (tr),ø,0.19111111111111115
y (tr),œ,0.01111111111111111
y (tr),ɔ,0.0
y (tr),ɔ̃,0.0011111111111111111
y (tr),u,0.005555555555555555
y (tr),y,0.29222222222222227
yː (de-mun),a,0.0
yː (de-mun),ɑ̃,0.018518518518518524
yː (de-mun),e,0.1343915343915343
yː (de-mun),ɛ,0.00582010582010582
yː (de-mun),ɛ̃,0.004232804232804233
yː (de-mun),i,0.03492063492063492
yː (de-mun),o,0.07354497354497355
yː (de-mun),ø,0.24444444444444408
yː (de-mun),œ,0.0005291005291005291
yː (de-mun),ɔ,0.0005291005291005291
yː (de-mun),ɔ̃,0.05873015873015876
yː (de-mun),u,0.06243386243386243
yː (de-mun),y,0.36190476190476195
yː (et),a,0.0
yː (et),ɑ̃,0.003448275862068966
yː (et),e,0.19425287356321844
yː (et),ɛ,0.029885057471264364
yː (et),ɛ̃,0.0011494252873563218
yː (et),i,0.01839080459770115
yː (et),o,0.071264367816092
yː (et),ø,0.25632183908045986
yː (et),œ,0.0
yː (et),ɔ,0.0
yː (et),ɔ̃,0.07586206896551725
yː (et),u,0.040229885057471264
yː (et),y,0.3091954022988506
ʏ (de-mun),a,0.015277777777777776
ʏ (de-mun),ɑ̃,0.028703703703703717
ʏ (de-mun),e,0.1055555555555555
ʏ (de-mun),ɛ,0.08472222222222223
ʏ (de-mun),ɛ̃,0.04583333333333336
ʏ (de-mun),i,0.08703703703703701
ʏ (de-mun),o,0.09490740740740741
ʏ (de-mun),ø,0.23935185185185182
ʏ (de-mun),œ,0.05324074074074076
ʏ (de-mun),ɔ,0.013425925925925924
ʏ (de-mun),ɔ̃,0.07268518518518514
ʏ (de-mun),u,0.06944444444444442
ʏ (de-mun),y,0.0898148148148148
