eɪ ,i ,oʊ ,u ,æ ,ɑ ,ɛ ,ɪ ,ʊ ,ʌ ,filename
0.29213483146067415,0.4044943820224719,0.011235955056179775,0.0,0.033707865168539325,0.011235955056179775,0.056179775280898875,0.16853932584269662,0.02247191011235955,0.0,200_deux_cents
0.011235955056179775,0.0,0.0,0.0,0.34831460674157305,0.011235955056179775,0.39325842696629215,0.056179775280898875,0.07865168539325842,0.10112359550561797,s_m107_xjxq
0.02247191011235955,0.011235955056179775,0.0449438202247191,0.02247191011235955,0.19101123595505617,0.20224719101123595,0.12359550561797752,0.02247191011235955,0.1797752808988764,0.1797752808988764,s_f105_mxa
0.0,0.011235955056179775,0.16853932584269662,0.15730337078651685,0.10112359550561797,0.16853932584269662,0.02247191011235955,0.02247191011235955,0.15730337078651685,0.19101123595505617,hareng
0.0898876404494382,0.033707865168539325,0.056179775280898875,0.3595505617977528,0.0898876404494382,0.14606741573033707,0.0449438202247191,0.056179775280898875,0.06741573033707865,0.056179775280898875,s_m112_xixz
0.0,0.0,0.449438202247191,0.20224719101123595,0.0,0.011235955056179775,0.0,0.0,0.3146067415730337,0.02247191011235955,FR2200
0.033707865168539325,0.0,0.0,0.0,0.33707865168539325,0.011235955056179775,0.38202247191011235,0.21348314606741572,0.0,0.02247191011235955,s_f106_bxe
0.24719101123595505,0.02247191011235955,0.16853932584269662,0.14606741573033707,0.0,0.12359550561797752,0.011235955056179775,0.12359550561797752,0.11235955056179775,0.0449438202247191,GR236
0.0,0.0,0.011235955056179775,0.0,0.033707865168539325,0.6292134831460674,0.011235955056179775,0.0,0.033707865168539325,0.2808988764044944,EN2908
0.10112359550561797,0.6179775280898876,0.0,0.07865168539325842,0.02247191011235955,0.0,0.02247191011235955,0.14606741573033707,0.011235955056179775,0.0,s_m118_xid
0.15730337078651685,0.8202247191011236,0.0,0.0,0.0,0.0,0.011235955056179775,0.011235955056179775,0.0,0.0,s_m111_li
0.16853932584269662,0.0,0.0,0.0,0.24719101123595505,0.0,0.3258426966292135,0.21348314606741572,0.02247191011235955,0.02247191011235955,EN2680
0.1348314606741573,0.06741573033707865,0.0,0.16853932584269662,0.056179775280898875,0.0,0.15730337078651685,0.1797752808988764,0.16853932584269662,0.06741573033707865,FR3330
0.0,0.0,0.43820224719101125,0.1797752808988764,0.0,0.12359550561797752,0.0,0.0,0.21348314606741572,0.0449438202247191,FR1181
0.0449438202247191,0.9325842696629213,0.0,0.0,0.0,0.0,0.011235955056179775,0.011235955056179775,0.0,0.0,jean
0.0898876404494382,0.1797752808988764,0.0449438202247191,0.0,0.0449438202247191,0.06741573033707865,0.02247191011235955,0.056179775280898875,0.4044943820224719,0.0898876404494382,s_m120_xexc
0.21348314606741572,0.16853932584269662,0.011235955056179775,0.16853932584269662,0.033707865168539325,0.02247191011235955,0.10112359550561797,0.14606741573033707,0.10112359550561797,0.033707865168539325,s_f105_ek
0.02247191011235955,0.011235955056179775,0.11235955056179775,0.07865168539325842,0.15730337078651685,0.25842696629213485,0.033707865168539325,0.02247191011235955,0.1797752808988764,0.12359550561797752,s_m104_xun
0.033707865168539325,0.0,0.011235955056179775,0.0,0.21348314606741572,0.0449438202247191,0.39325842696629215,0.10112359550561797,0.033707865168539325,0.16853932584269662,s_m116_xze
0.0,0.0,0.6966292134831461,0.2247191011235955,0.0,0.0449438202247191,0.0,0.0,0.033707865168539325,0.0,FR942
0.1797752808988764,0.056179775280898875,0.02247191011235955,0.02247191011235955,0.1348314606741573,0.0,0.2247191011235955,0.30337078651685395,0.033707865168539325,0.02247191011235955,9_neuf
0.34831460674157305,0.43820224719101125,0.011235955056179775,0.06741573033707865,0.011235955056179775,0.0,0.0449438202247191,0.07865168539325842,0.0,0.0,s_f103_xin
0.2247191011235955,0.6966292134831461,0.0,0.0,0.0,0.0,0.011235955056179775,0.06741573033707865,0.0,0.0,GR492
0.1797752808988764,0.7415730337078652,0.0,0.011235955056179775,0.0,0.0,0.02247191011235955,0.033707865168539325,0.011235955056179775,0.0,s_f105_exz
0.11235955056179775,0.0898876404494382,0.1797752808988764,0.20224719101123595,0.0,0.19101123595505617,0.02247191011235955,0.0449438202247191,0.11235955056179775,0.0449438202247191,GR195
0.07865168539325842,0.06741573033707865,0.0,0.06741573033707865,0.19101123595505617,0.0,0.2808988764044944,0.24719101123595505,0.02247191011235955,0.0449438202247191,s_f109_xis
0.1348314606741573,0.5955056179775281,0.011235955056179775,0.033707865168539325,0.033707865168539325,0.0,0.056179775280898875,0.1348314606741573,0.0,0.0,s_m114_exc
0.11235955056179775,0.2696629213483146,0.06741573033707865,0.12359550561797752,0.056179775280898875,0.06741573033707865,0.11235955056179775,0.0898876404494382,0.033707865168539325,0.06741573033707865,s_f106_ixc
0.2808988764044944,0.6067415730337079,0.0,0.0,0.0,0.0,0.0,0.11235955056179775,0.0,0.0,EN2496
0.0,0.0,0.5056179775280899,0.06741573033707865,0.0,0.33707865168539325,0.0,0.0,0.0449438202247191,0.0449438202247191,FR-participant1_journee_FR2550
0.033707865168539325,0.033707865168539325,0.20224719101123595,0.19101123595505617,0.07865168539325842,0.10112359550561797,0.0898876404494382,0.1348314606741573,0.06741573033707865,0.06741573033707865,miroir
0.0,0.0,0.02247191011235955,0.0,0.0449438202247191,0.449438202247191,0.033707865168539325,0.0,0.06741573033707865,0.38202247191011235,GLO50
0.29213483146067415,0.25842696629213485,0.02247191011235955,0.15730337078651685,0.033707865168539325,0.0,0.033707865168539325,0.20224719101123595,0.0,0.0,EN1353
0.0,0.0,0.0898876404494382,0.2696629213483146,0.02247191011235955,0.07865168539325842,0.02247191011235955,0.011235955056179775,0.2696629213483146,0.23595505617977527,s_m115_il
0.0,0.0,0.25842696629213485,0.0,0.011235955056179775,0.2696629213483146,0.0,0.0,0.11235955056179775,0.34831460674157305,EN1412
0.011235955056179775,0.0,0.02247191011235955,0.0,0.25842696629213485,0.1797752808988764,0.12359550561797752,0.011235955056179775,0.1797752808988764,0.21348314606741572,EN558
0.14606741573033707,0.0898876404494382,0.056179775280898875,0.033707865168539325,0.19101123595505617,0.033707865168539325,0.16853932584269662,0.15730337078651685,0.033707865168539325,0.0898876404494382,TU126
0.30337078651685395,0.5617977528089888,0.0,0.0,0.0,0.0,0.02247191011235955,0.11235955056179775,0.0,0.0,EN2209
0.011235955056179775,0.0,0.550561797752809,0.3146067415730337,0.0,0.0449438202247191,0.0,0.0,0.07865168539325842,0.0,EN318
0.0,0.0,0.16853932584269662,0.033707865168539325,0.02247191011235955,0.39325842696629215,0.0,0.0,0.10112359550561797,0.2808988764044944,s_f119_da
0.0,0.0,0.011235955056179775,0.033707865168539325,0.3595505617977528,0.02247191011235955,0.24719101123595505,0.0898876404494382,0.0898876404494382,0.14606741573033707,s_f119_xco
0.0,0.0,0.10112359550561797,0.15730337078651685,0.14606741573033707,0.2247191011235955,0.06741573033707865,0.02247191011235955,0.15730337078651685,0.12359550561797752,EN543
0.0,0.0,0.10112359550561797,0.011235955056179775,0.033707865168539325,0.38202247191011235,0.02247191011235955,0.0,0.1348314606741573,0.3146067415730337,s_f109_ap
0.0,0.0,0.11235955056179775,0.011235955056179775,0.15730337078651685,0.07865168539325842,0.056179775280898875,0.0449438202247191,0.2247191011235955,0.3146067415730337,s_f103_xtxu
0.2696629213483146,0.3595505617977528,0.011235955056179775,0.0449438202247191,0.07865168539325842,0.0449438202247191,0.0898876404494382,0.0898876404494382,0.0,0.011235955056179775,s_f105_xuxs
0.20224719101123595,0.2247191011235955,0.02247191011235955,0.0,0.10112359550561797,0.011235955056179775,0.12359550561797752,0.1348314606741573,0.1348314606741573,0.0449438202247191,sac
0.011235955056179775,0.0,0.29213483146067415,0.0449438202247191,0.011235955056179775,0.23595505617977527,0.02247191011235955,0.011235955056179775,0.16853932584269662,0.20224719101123595,EN938
0.0449438202247191,0.25842696629213485,0.0,0.19101123595505617,0.056179775280898875,0.011235955056179775,0.14606741573033707,0.21348314606741572,0.02247191011235955,0.056179775280898875,FR422
0.12359550561797752,0.2696629213483146,0.056179775280898875,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.056179775280898875,0.2247191011235955,0.19101123595505617,0.0449438202247191,EN652
0.011235955056179775,0.0,0.02247191011235955,0.011235955056179775,0.14606741573033707,0.29213483146067415,0.0898876404494382,0.011235955056179775,0.12359550561797752,0.29213483146067415,s_m102_ko
0.0,0.0,0.5393258426966292,0.23595505617977527,0.0,0.1797752808988764,0.0,0.0,0.02247191011235955,0.02247191011235955,FR1532
0.23595505617977527,0.43820224719101125,0.011235955056179775,0.0,0.0,0.0,0.02247191011235955,0.29213483146067415,0.0,0.0,FR2362
0.11235955056179775,0.0449438202247191,0.011235955056179775,0.0,0.02247191011235955,0.0,0.15730337078651685,0.5955056179775281,0.0449438202247191,0.011235955056179775,FR591
0.2696629213483146,0.16853932584269662,0.0,0.02247191011235955,0.0,0.0,0.0449438202247191,0.4943820224719101,0.0,0.0,GR555
0.033707865168539325,0.011235955056179775,0.23595505617977527,0.2696629213483146,0.011235955056179775,0.06741573033707865,0.02247191011235955,0.02247191011235955,0.23595505617977527,0.0898876404494382,FR827
0.0,0.0,0.39325842696629215,0.14606741573033707,0.0,0.02247191011235955,0.0,0.0,0.3707865168539326,0.06741573033707865,collier
0.011235955056179775,0.0,0.3595505617977528,0.4943820224719101,0.011235955056179775,0.0,0.0,0.033707865168539325,0.0898876404494382,0.0,EN1485
0.0,0.0,0.0449438202247191,0.0,0.10112359550561797,0.34831460674157305,0.0,0.0,0.15730337078651685,0.34831460674157305,FR1489
0.056179775280898875,0.0,0.011235955056179775,0.0,0.24719101123595505,0.0,0.3707865168539326,0.06741573033707865,0.1348314606741573,0.11235955056179775,FR3707
0.0,0.0,0.21348314606741572,0.0449438202247191,0.011235955056179775,0.550561797752809,0.0,0.0,0.07865168539325842,0.10112359550561797,FR2907
0.0,0.0,0.20224719101123595,0.0,0.12359550561797752,0.24719101123595505,0.011235955056179775,0.0,0.14606741573033707,0.2696629213483146,s_m104_xqs
0.0,0.0,0.056179775280898875,0.0,0.12359550561797752,0.42696629213483145,0.02247191011235955,0.0,0.0898876404494382,0.2808988764044944,EN1931
0.07865168539325842,0.2696629213483146,0.056179775280898875,0.3258426966292135,0.06741573033707865,0.033707865168539325,0.07865168539325842,0.02247191011235955,0.02247191011235955,0.0449438202247191,s_m118_xim
0.12359550561797752,0.30337078651685395,0.07865168539325842,0.16853932584269662,0.0449438202247191,0.0898876404494382,0.0449438202247191,0.033707865168539325,0.056179775280898875,0.056179775280898875,s_f101_up
0.0449438202247191,0.0,0.011235955056179775,0.0,0.2247191011235955,0.0,0.43820224719101125,0.16853932584269662,0.056179775280898875,0.056179775280898875,s_m116_xzo
0.0898876404494382,0.1348314606741573,0.07865168539325842,0.02247191011235955,0.0449438202247191,0.0,0.10112359550561797,0.23595505617977527,0.19101123595505617,0.10112359550561797,s_m111_su
0.5617977528089888,0.1348314606741573,0.0,0.011235955056179775,0.0,0.0,0.011235955056179775,0.2808988764044944,0.0,0.0,FR3991
0.011235955056179775,0.0,0.2808988764044944,0.056179775280898875,0.02247191011235955,0.12359550561797752,0.02247191011235955,0.0,0.25842696629213485,0.2247191011235955,FR1779
0.06741573033707865,0.033707865168539325,0.0,0.0898876404494382,0.10112359550561797,0.0,0.14606741573033707,0.48314606741573035,0.07865168539325842,0.0,s_m107_xju
0.12359550561797752,0.1797752808988764,0.056179775280898875,0.011235955056179775,0.033707865168539325,0.011235955056179775,0.11235955056179775,0.19101123595505617,0.2247191011235955,0.056179775280898875,FR3203
0.16853932584269662,0.25842696629213485,0.0,0.0898876404494382,0.0449438202247191,0.0,0.06741573033707865,0.3595505617977528,0.011235955056179775,0.0,FR2569
0.0898876404494382,0.0449438202247191,0.1797752808988764,0.2696629213483146,0.11235955056179775,0.06741573033707865,0.011235955056179775,0.011235955056179775,0.07865168539325842,0.1348314606741573,s_m110_xim
0.011235955056179775,0.0,0.19101123595505617,0.12359550561797752,0.011235955056179775,0.0449438202247191,0.10112359550561797,0.033707865168539325,0.3707865168539326,0.11235955056179775,s_f103_pu
0.011235955056179775,0.0,0.0,0.0,0.39325842696629215,0.0,0.3595505617977528,0.056179775280898875,0.0898876404494382,0.0898876404494382,s_m116_txe
0.4606741573033708,0.38202247191011235,0.0,0.0,0.011235955056179775,0.0,0.011235955056179775,0.1348314606741573,0.0,0.0,s_m102_ed
0.3707865168539326,0.38202247191011235,0.0,0.0,0.0,0.0,0.0,0.24719101123595505,0.0,0.0,GR173
0.15730337078651685,0.5842696629213483,0.0,0.0449438202247191,0.0,0.0,0.02247191011235955,0.19101123595505617,0.0,0.0,s_m104_ext
