a,e,i,o,u,y,ø,œ,ɑ̃,ɔ,ɔ̃,ɛ,ɛ̃,filename
0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,200_deux_cents
0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.0,0.01020408163265306,0.09183673469387756,0.0,0.0,0.41836734693877553,hareng
0.07142857142857142,0.02040816326530612,0.0,0.19387755102040816,0.030612244897959183,0.0,0.14285714285714285,0.09183673469387756,0.15306122448979592,0.21428571428571427,0.0,0.08163265306122448,0.0,FR2200
0.030612244897959183,0.01020408163265306,0.02040816326530612,0.40816326530612246,0.1836734693877551,0.0,0.0,0.0,0.030612244897959183,0.3163265306122449,0.0,0.0,0.0,GR236
0.3469387755102041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.4897959183673469,0.0,0.0,0.0,EN2908
0.24489795918367346,0.061224489795918366,0.0,0.061224489795918366,0.04081632653061224,0.0,0.0,0.42857142857142855,0.030612244897959183,0.04081632653061224,0.0,0.0,0.09183673469387756,EN2680
0.01020408163265306,0.0,0.0,0.17346938775510204,0.0,0.0,0.0,0.09183673469387756,0.07142857142857142,0.4387755102040816,0.0,0.16326530612244897,0.05102040816326531,FR3330
0.07142857142857142,0.0,0.0,0.41836734693877553,0.1326530612244898,0.05102040816326531,0.0,0.08163265306122448,0.061224489795918366,0.11224489795918367,0.05102040816326531,0.0,0.02040816326530612,FR1181
0.0,0.05102040816326531,0.8673469387755102,0.0,0.02040816326530612,0.05102040816326531,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,jean
0.02040816326530612,0.0,0.0,0.25510204081632654,0.2755102040816326,0.0,0.0,0.0,0.07142857142857142,0.37755102040816324,0.0,0.0,0.0,FR942
0.09183673469387756,0.15306122448979592,0.11224489795918367,0.0,0.04081632653061224,0.030612244897959183,0.0,0.21428571428571427,0.030612244897959183,0.0,0.0,0.16326530612244897,0.16326530612244897,9_neuf
0.0,0.21428571428571427,0.23469387755102042,0.0,0.0,0.3469387755102041,0.04081632653061224,0.0,0.0,0.0,0.0,0.16326530612244897,0.0,GR492
0.07142857142857142,0.01020408163265306,0.1836734693877551,0.32653061224489793,0.02040816326530612,0.01020408163265306,0.04081632653061224,0.0,0.02040816326530612,0.21428571428571427,0.10204081632653061,0.0,0.0,GR195
0.0,0.061224489795918366,0.6020408163265306,0.15306122448979592,0.0,0.12244897959183673,0.0,0.0,0.0,0.05102040816326531,0.0,0.01020408163265306,0.0,EN2496
0.0,0.0,0.0,0.336734693877551,0.09183673469387756,0.0,0.0,0.0,0.21428571428571427,0.1326530612244898,0.20408163265306123,0.02040816326530612,0.0,FR-participant1_journee_FR2550
0.2755102040816326,0.0,0.02040816326530612,0.0,0.030612244897959183,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.08163265306122448,0.01020408163265306,0.22448979591836735,miroir
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,GLO50
0.01020408163265306,0.15306122448979592,0.30612244897959184,0.16326530612244897,0.05102040816326531,0.07142857142857142,0.061224489795918366,0.0,0.0,0.05102040816326531,0.05102040816326531,0.08163265306122448,0.0,EN1353
0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.3877551020408163,0.0,0.47959183673469385,0.0,0.01020408163265306,0.0,EN1412
0.3877551020408163,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.23469387755102042,0.01020408163265306,0.05102040816326531,0.0,0.02040816326530612,0.25510204081632654,EN558
0.08163265306122448,0.030612244897959183,0.030612244897959183,0.0,0.04081632653061224,0.09183673469387756,0.47959183673469385,0.09183673469387756,0.0,0.0,0.030612244897959183,0.10204081632653061,0.02040816326530612,TU126
0.0,0.12244897959183673,0.46938775510204084,0.05102040816326531,0.0,0.2755102040816326,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,EN2209
0.0,0.01020408163265306,0.0,0.5816326530612245,0.23469387755102042,0.0,0.0,0.0,0.02040816326530612,0.09183673469387756,0.061224489795918366,0.0,0.0,EN318
0.17346938775510204,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.5306122448979592,0.01020408163265306,0.07142857142857142,0.030612244897959183,0.05102040816326531,0.09183673469387756,EN543
0.47959183673469385,0.02040816326530612,0.11224489795918367,0.061224489795918366,0.04081632653061224,0.030612244897959183,0.030612244897959183,0.0,0.05102040816326531,0.14285714285714285,0.0,0.01020408163265306,0.02040816326530612,sac
0.15306122448979592,0.0,0.0,0.05102040816326531,0.0,0.0,0.0,0.17346938775510204,0.030612244897959183,0.3979591836734694,0.0,0.061224489795918366,0.1326530612244898,EN938
0.0,0.11224489795918367,0.14285714285714285,0.061224489795918366,0.0,0.23469387755102042,0.3979591836734694,0.0,0.04081632653061224,0.0,0.0,0.01020408163265306,0.0,FR422
0.01020408163265306,0.01020408163265306,0.3877551020408163,0.1326530612244898,0.07142857142857142,0.09183673469387756,0.061224489795918366,0.0,0.0,0.09183673469387756,0.0,0.14285714285714285,0.0,EN652
0.05102040816326531,0.0,0.0,0.2755102040816326,0.30612244897959184,0.0,0.0,0.0,0.3673469387755102,0.0,0.0,0.0,0.0,FR1532
0.02040816326530612,0.12244897959183673,0.3469387755102041,0.0,0.0,0.336734693877551,0.0,0.0,0.0,0.0,0.0,0.17346938775510204,0.0,FR2362
0.05102040816326531,0.030612244897959183,0.04081632653061224,0.14285714285714285,0.0,0.030612244897959183,0.1836734693877551,0.0,0.0,0.16326530612244897,0.0,0.336734693877551,0.02040816326530612,FR591
0.01020408163265306,0.09183673469387756,0.1326530612244898,0.0,0.0,0.30612244897959184,0.35714285714285715,0.0,0.0,0.0,0.0,0.04081632653061224,0.061224489795918366,GR555
0.01020408163265306,0.0,0.0,0.25510204081632654,0.08163265306122448,0.0,0.35714285714285715,0.0,0.0,0.2755102040816326,0.0,0.0,0.02040816326530612,FR827
0.0,0.0,0.0,0.29591836734693877,0.10204081632653061,0.0,0.0,0.0,0.02040816326530612,0.5204081632653061,0.061224489795918366,0.0,0.0,collier
0.0,0.0,0.0,0.7448979591836735,0.16326530612244897,0.0,0.0,0.0,0.0,0.05102040816326531,0.04081632653061224,0.0,0.0,EN1485
0.37755102040816324,0.0,0.0,0.0,0.0,0.0,0.0,0.41836734693877553,0.01020408163265306,0.12244897959183673,0.0,0.030612244897959183,0.04081632653061224,FR1489
0.05102040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.030612244897959183,0.0,0.1836734693877551,0.02040816326530612,FR3707
0.01020408163265306,0.0,0.030612244897959183,0.2857142857142857,0.22448979591836735,0.0,0.0,0.0,0.10204081632653061,0.2653061224489796,0.061224489795918366,0.02040816326530612,0.0,FR2907
0.2755102040816326,0.0,0.0,0.0,0.0,0.0,0.0,0.37755102040816324,0.061224489795918366,0.2653061224489796,0.0,0.0,0.02040816326530612,EN1931
0.0,0.1326530612244898,0.04081632653061224,0.2755102040816326,0.05102040816326531,0.1326530612244898,0.23469387755102042,0.0,0.0,0.0,0.0,0.1326530612244898,0.0,FR3991
0.24489795918367346,0.0,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.08163265306122448,0.2857142857142857,0.0,0.04081632653061224,0.1836734693877551,FR1779
0.030612244897959183,0.08163265306122448,0.19387755102040816,0.0,0.04081632653061224,0.1326530612244898,0.12244897959183673,0.16326530612244897,0.02040816326530612,0.05102040816326531,0.030612244897959183,0.11224489795918367,0.02040816326530612,FR3203
0.0,0.0,0.01020408163265306,0.0,0.0,0.061224489795918366,0.29591836734693877,0.41836734693877553,0.0,0.0,0.030612244897959183,0.16326530612244897,0.02040816326530612,FR2569
0.0,0.12244897959183673,0.2755102040816326,0.0,0.0,0.3979591836734694,0.061224489795918366,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,GR173
0.030612244897959183,0.09183673469387756,0.22448979591836735,0.0,0.12244897959183673,0.14285714285714285,0.0,0.0,0.1326530612244898,0.05102040816326531,0.10204081632653061,0.030612244897959183,0.07142857142857142,de_cette_facon
0.0,0.0,0.9387755102040817,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,epicerie
0.030612244897959183,0.0,0.0,0.09183673469387756,0.0,0.0,0.0,0.47959183673469385,0.04081632653061224,0.29591836734693877,0.0,0.0,0.061224489795918366,BR701
0.0,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.05102040816326531,0.21428571428571427,0.20408163265306123,0.0,0.01020408163265306,0.0,0.0,0.05102040816326531,0.04081632653061224,EN312
0.6530612244897959,0.0,0.0,0.0,0.0,0.0,0.0,0.09183673469387756,0.02040816326530612,0.16326530612244897,0.0,0.030612244897959183,0.04081632653061224,EN1440
0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.17346938775510204,0.09183673469387756,0.0,0.3877551020408163,FR4087
0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.12244897959183673,0.4387755102040816,0.0,0.02040816326530612,0.0,EN2916
0.04081632653061224,0.08163265306122448,0.0,0.45918367346938777,0.12244897959183673,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.19387755102040816,0.0,BR374
0.09183673469387756,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.17346938775510204,0.0,0.1326530612244898,0.0,0.5918367346938775,0.0,EN1084
0.01020408163265306,0.05102040816326531,0.07142857142857142,0.0,0.04081632653061224,0.2857142857142857,0.12244897959183673,0.09183673469387756,0.14285714285714285,0.0,0.09183673469387756,0.02040816326530612,0.07142857142857142,vaguement
0.0,0.0,0.0,0.02040816326530612,0.030612244897959183,0.0,0.45918367346938777,0.23469387755102042,0.0,0.10204081632653061,0.0,0.01020408163265306,0.14285714285714285,FR374
0.0,0.07142857142857142,0.14285714285714285,0.0,0.16326530612244897,0.15306122448979592,0.3979591836734694,0.0,0.0,0.030612244897959183,0.0,0.04081632653061224,0.0,freres_et_soeurs
0.05102040816326531,0.0,0.0,0.17346938775510204,0.11224489795918367,0.0,0.0,0.0,0.10204081632653061,0.5102040816326531,0.04081632653061224,0.01020408163265306,0.0,BR202
0.01020408163265306,0.030612244897959183,0.0,0.0,0.0,0.0,0.061224489795918366,0.6020408163265306,0.0,0.0,0.030612244897959183,0.2653061224489796,0.0,ES243
0.04081632653061224,0.1326530612244898,0.20408163265306123,0.0,0.0,0.09183673469387756,0.17346938775510204,0.0,0.01020408163265306,0.0,0.0,0.08163265306122448,0.2653061224489796,FR4416
0.0,0.0,0.0,0.04081632653061224,0.5816326530612245,0.0,0.1836734693877551,0.0,0.02040816326530612,0.17346938775510204,0.0,0.0,0.0,FR3518
